,sa_finance1_cocode,sa_company_name,sa_finance1_year,sa_ann_rep_months,sa_fs_format,sa_total_income,sa_sales,sa_prior_period_extra_ordi_inc,sa_prior_period_inc,sa_extra_ordi_inc,sa_tot_inc_net_of_pe,sa_pat,sa_pbdita,sa_pbt,sa_pbit_net_of_peoifi,sa_pat_net_of_pe,sa_pat_net_of_pe_pc_tot_inc_net_of_pe,sa_total_liabilities,sa_non_current_liabilities,sa_long_term_borrowings,sa_current_liabilities,sa_issued_equity_shares,sa_issued_pref_shares,sa_issued_equity_cap,sa_issued_pref_cap,sa_reduct_equity_cap_amt,sa_buyback_amt,sa_issued_equity_shares_in_lakhs,sa_shareholders_funds,sa_debt,sa_total_assets,sa_non_current_assets,sa_current_assets_incl_st_invest_loans,sa_avg_tot_asset_net_miscexp_now_reval,sa_quick_ratio,sa_current_ratio,sa_debt_equity,sa_cf_net_frm_op_activity,sa_cf_generated_frm_op,sa_cf_proceeds_share_issue,sa_year,sa_begin_year_total_assets,sa_roa,f_roa,sa_cfo,f_cfo,sa_prev_roa,f_del_roa,f_acc,f_del_lev,sa_avg_tot_assets,sa_leverage,sa_prev_leverage,sa_prev_current_ratio,f_del_liq,sa_prev_issued_equity_shares,f_eq_offer,sa_margin,sa_prev_margin,f_del_margin,sa_turnover,sa_prev_turnover,f_del_turn,f_score
802,18939,ARCEE INDUSTRIES LTD.,20010331,12,IGAAP,40.3,39.7,,,,40.3,-0.2,4.9,-0.2,2.0,1.1,2.7295,72.5,,0.0,4.0,7996800.0,,80.0,,,,79.968,63.7,3.7,72.5,,,70.65,1.4805,2.2468,0.0581,3.1,-3.4,,2000,71.4,0.5644257703081231,1,0.04341736694677871,1,0.2949471210340776,1,0,0,71.95000000000137,0.0,0.0,2.963,0,79.968,0,1.0151133501259444,1.4678362573099415,0,0.5560224089635855,0.20094007050528792,1,4
805,19021,ARCHANA SOFTWARE LTD.,20010331,12,IGAAP,19.3,17.6,0.7,0.7,,18.6,-46.5,2.5,-46.5,-47.8,-47.2,-253.7634,43.0,,0.0,1.0,6066700.0,,60.7,,,,60.667,39.2,,43.0,,,44.1,6.2,14.6,0.0,-37.3,-37.1,48.8,2000,49.8,0.3734939759036145,1,-0.748995983935743,0,0.9776951672862454,0,0,0,46.400000000001356,0.0,0.0,4.3684,1,42.0,0,1.0568181818181819,1.0076628352490422,1,0.35341365461847396,0.9702602230483273,0,3
808,19063,ARCHIES LTD.,20010331,12,IGAAP,687.9,684.3,,,,687.9,91.5,163.3,140.5,147.9,91.9,13.3595,811.8,,0.0,186.1,6506000.0,,65.1,,,,65.06,418.9,32.7,811.8,,,736.6,1.0095,1.6119999999999999,0.0781,-20.4,-20.4,,2000,665.5,1.0336589030803907,1,-0.030653643876784372,0,1.4441553242594074,0,0,0,738.6500000000012,0.0,0.0,1.5158,1,65.06,0,1.005260850504165,1.0085266983505732,0,1.0282494365138992,1.431945556445156,0,2
815,19186,ARCUTTIPORE TEA CO. LTD.,20010331,12,IGAAP,59.1,49.6,5.4,3.8,1.6,53.7,0.0,10.0,0.0,2.7,-1.0,-1.8622,238.2,,0.0,28.5,5600900.0,,56.0,,,,56.00899999999999,92.3,51.2,238.2,,,166.35,0.8733,1.0656,0.5547,-1.2,-0.3,,2000,222.7,0.24113156713066908,1,-0.005388414907947912,0,0.22227055241409308,1,0,0,230.45000000000135,0.0,0.0,0.9612,1,56.00899999999999,0,1.0826612903225807,1.1355555555555557,0,0.2227211495285137,0.19573727707698999,1,4
818,19291,AREX INDUSTRIES LTD.,20010331,12,IGAAP,73.0,72.7,,,,73.0,7.4,24.3,8.3,11.5,7.4,10.1370,137.5,,0.0,0.3,3958700.0,,39.6,,,,39.586999999999996,76.5,55.4,137.5,,,116.9,1.6154,2.5299,0.7242,20.7,21.6,,2000,101.2,0.7213438735177865,1,0.20454545454545453,1,0.5604606525911708,1,0,0,119.35000000000139,0.0,0.0,2.129,1,39.586999999999996,0,1.0041265474552956,1.0,1,0.7183794466403162,0.5604606525911708,1,6
821,19361,NATIONAL PLASTIC TECHNOLOGIES LTD.,20010331,12,IGAAP,187.3,186.3,,,,187.3,-37.2,10.8,-37.2,-5.8,-36.5,-19.4875,302.7,,0.0,48.7,5668330.0,,56.7,,,,56.6833,38.8,212.5,302.7,,,312.15,0.5567,0.8005,5.4768,26.1,26.4,,2000,327.3,0.5722578673999389,1,0.07974335472043996,1,0.8780884265279584,0,0,0,315.0000000000014,0.0,0.0,0.8839,0,56.6833,0,1.0053676865271068,1.0037160906726124,1,0.5692025664527957,0.8748374512353706,0,3
828,19408,FINAVENTURE CAPITAL LTD.,20010331,12,IGAAP,8.7,8.4,0.1,0.1,,8.6,0.5,2.6,1.0,0.7,0.4,4.6512,55.2,,0.0,1.0,3690000.0,,36.9,,,,36.9,52.2,,55.2,,,54.2,1.3333,3.0833,0.0,1.7,1.8,0.1,2000,54.3,0.15837937384898712,1,0.03130755064456722,1,0.12550607287449395,1,0,0,54.75000000000141,0.0,0.0,3.8947,0,36.9,0,1.0238095238095237,1.0689655172413794,0,0.1546961325966851,0.11740890688259109,1,4
839,19528,ARIHANT FOUNDATIONS & HOUSING LTD.,20010930,15,IGAAP,420.2,420.1,,,,420.2,19.8,26.4,21.3,25.5,19.8,4.7120,789.1,,0.0,220.1,5000000.0,,50.0,,,,50.0,129.2,427.1,789.1,,,749.25,0.6946,1.9822,3.3057,0.0,,,2000,712.5,0.5897543859649123,1,0.0,0,0.5423728813559322,1,0,0,750.8000000000013,0.0,0.0,2.7395,0,50.0,0,1.000238038562247,1.0002583311805735,0,0.5896140350877194,0.5422328057150861,1,3
847,19626,ARIHANT TOURNESOL LTD.,20010630,12,IGAAP,45.6,44.9,0.7,0.7,,44.9,-16.7,-5.5,-16.7,-17.4,-17.4,-38.7528,67.5,,0.0,34.0,9950000.0,,99.5,,,,99.5,-55.8,89.3,67.5,,,74.6,0.09699999999999999,0.1021,,0.0,,,2000,81.7,0.5495716034271726,1,0.0,0,0.4459601259181532,1,0,0,74.6000000000013,0.0,0.0,0.0449,1,99.5,0,1.0,1.0,0,0.5495716034271726,0.4459601259181532,1,4
855,19881,ARLEM BREWERIES LTD. [MERGED],20010331,12,IGAAP,109.6,107.8,,,,109.6,-86.0,-78.3,-86.0,-63.5,-67.0,-61.1314,75.2,,0.0,104.2,1200000.0,,12.0,,,,12.0,-118.8,71.2,75.2,,,91.2,0.201,0.3111,,-13.4,-14.1,,2000,107.2,1.0223880597014925,1,-0.125,0,1.5962036238136323,0,0,0,91.20000000000131,0.0,0.0,0.7419,0,12.0,0,1.0166975881261595,1.0523321956769056,0,1.005597014925373,1.5168248490077654,0,1
861,19962,RESONANCE SPECIALTIES LTD.,20010331,12,IGAAP,155.6,148.9,5.4,1.1,4.3,150.2,-55.0,-36.3,-55.0,-47.3,-53.1,-35.3529,264.5,,0.0,115.1,11544000.0,,115.4,,,,115.44,74.7,58.0,264.5,,,287.15,0.3615,0.6525,0.7764,17.2,17.2,,2000,341.5,0.4398243045387994,1,0.05036603221083455,1,0.8259993281827344,0,0,0,303.00000000000125,0.0,0.0,0.8986,0,115.44,0,1.0087306917394223,1.002037489812551,1,0.4360175695461201,0.824319785018475,0,3
867,20015,ARO GRANITE INDS. LTD.,20010331,12,IGAAP,247.4,240.4,,,,247.4,40.6,55.5,45.2,41.2,40.6,16.4107,330.9,,0.0,16.0,4680000.0,,46.8,,,,46.8,218.0,83.7,330.9,,,276.4,1.9798,3.3708,0.3839,28.4,32.4,,2000,227.2,1.0889084507042255,1,0.125,1,1.1682090364725095,0,0,0,279.0500000000013,0.0,0.0,3.4447,0,46.8,0,1.0291181364392679,1.0079849694692344,1,1.0580985915492958,1.1589548176374525,0,3
870,20019,AROCHEM SILVASSA LTD.,20010331,12,IGAAP,148.5,147.9,,,,148.5,-0.7,12.4,-0.7,5.9,-0.7,-0.4714,101.7,,0.0,18.4,5100200.0,,51.0,,,,51.001999999999995,34.1,47.6,101.7,,,107.3,0.8042,1.0768,1.3959,8.7,8.7,,2000,115.4,1.2868284228769498,1,0.0753899480069324,1,1.4553644553644554,0,0,0,108.55000000000136,0.0,0.0,1.0343,1,51.001999999999995,0,1.0040567951318458,1.0022560631697686,1,1.281629116117851,1.4520884520884523,0,4
876,20138,ARORA FIBRES LTD.,20010331,12,IGAAP,84.2,83.7,,,,84.2,2.2,10.3,2.2,3.1,2.2,2.6128,132.6,,0.0,3.5,15003730.0,,150.0,,,,150.0373,107.9,17.5,132.6,,,122.95,0.6842,1.9282,0.1622,-3.9,-3.9,,2000,121.6,0.6924342105263158,1,-0.032072368421052634,0,0.5594095940959409,1,0,0,127.10000000000139,0.0,0.0,2.0603,0,150.0373,0,1.005973715651135,1.0257104194857916,0,0.6883223684210527,0.5453874538745388,1,3
883,20357,ARROW WEBTEX LTD. [MERGED],20010331,12,IGAAP,73.4,72.8,,,,73.4,-3.6,12.8,-3.6,2.5,-3.6,-4.9046,95.8,,0.0,12.6,5754400.0,,57.5,,,,57.544,32.5,47.2,95.8,,,94.95,0.8478,1.6703,1.4523,2.4,1.8,,2000,102.1,0.7189030362389814,1,0.023506366307541625,1,0.7146840148698885,1,0,0,98.9500000000014,0.0,0.0,1.6343,1,57.544,0,1.0082417582417584,1.0026075619295958,1,0.713026444662096,0.712825278810409,1,6
886,20384,EXOTIC COAL LTD.,20010331,12,IGAAP,23.3,22.2,0.1,0.1,,23.2,-0.4,0.3,-0.4,-0.9,-0.2,-0.8621,54.5,,0.0,4.4,5741300.0,,57.4,,,,57.413000000000004,45.7,1.7,54.5,,,54.9,1.5738,1.9672,0.0372,0.0,,,2000,60.9,0.38095238095238093,1,0.0,0,0.4143356643356643,0,0,0,57.7000000000014,0.0,0.0,1.6116,1,57.413000000000004,0,1.045045045045045,1.025974025974026,1,0.3645320197044335,0.40384615384615385,0,3
895,20554,ARTSON ENGINEERING LTD.,20010331,12,IGAAP,436.7,419.8,,,,436.7,-52.4,18.1,-52.4,-3.7,-43.3,-9.9153,882.0,,0.0,295.1,9230000.0,,92.3,,,,92.3,214.9,352.5,882.0,,,877.7,0.7159,0.9729,1.6403,-54.6,-51.7,,2000,879.2,0.4967015468607825,1,-0.06210191082802548,0,0.7029892836999436,0,0,0,880.6000000000015,0.0,0.0,1.1088,0,92.3,0,1.0402572653644593,1.005647894142327,1,0.47747952684258416,0.6990411731528483,0,2
898,20716,ARUN MANTEX LTD.,20010331,12,IGAAP,3.8,3.8,,,,3.8,-13.8,-3.1,-13.8,-10.4,-10.5,-276.3158,317.8,,0.0,2.6,6166700.0,,61.7,,,,61.667,-113.3,426.8,317.8,,,326.15,0.2253,0.4681,,0.0,,,2000,336.8,0.011282660332541567,1,0.0,0,0.010082249933669409,1,0,0,327.3000000000015,0.0,0.0,0.4688,0,61.667,0,1.0,1.0555555555555556,0,0.011282660332541567,0.009551605200318388,1,3
909,20806,ARUNA HOTELS LTD.,20010331,12,IGAAP,124.7,120.7,,,,124.7,1.8,13.7,1.8,-0.5,2.2,1.7642,302.3,,0.0,48.6,9000000.0,310000.0,90.0,31.0,,,90.0,237.0,44.2,302.3,,,299.85,0.3551,0.4601,0.2146,7.1,7.1,,2000,307.8,0.4051332033788174,1,0.023066926575698504,1,0.3044964501709177,1,0,0,305.05000000000155,0.0,0.0,0.5541,0,90.0,0,1.0331400165700082,1.0498640072529466,0,0.3921377517868746,0.29003418353931104,1,4
913,20868,ARUNODAY MILLS LTD.,20010331,12,IGAAP,977.8,958.5,2.5,0.8,1.7,975.3,-103.9,45.9,-103.9,-32.2,-101.0,-10.3558,1036.0,,0.0,118.0,5000000.0,,50.0,,,,50.0,124.7,779.5,1036.0,,,1069.25,0.3237,0.7018,6.251,132.2,133.7,,2000,1124.7,0.867164577220592,1,0.11754245576598202,1,1.1102907245039224,0,0,0,1080.3500000000013,0.0,0.0,1.12,0,50.0,0,1.017527386541471,1.0226330889384763,0,0.8522272606028274,1.0857175819104754,0,2
916,20973,GUJARAT METALLIC COAL & COKE LTD.,20010331,12,IGAAP,94.9,94.4,,,,94.9,0.6,3.9,0.7,2.6,0.9,0.9484,93.3,,0.0,37.1,3000300.0,,30.0,,,,30.003,42.1,13.1,93.3,,,95.75,1.1344,1.1640000000000001,0.3112,6.6,6.7,,2000,100.1,0.9480519480519481,1,0.06593406593406594,1,1.5052770448548813,0,0,0,96.7000000000013,0.0,0.0,1.1806,0,30.003,0,1.0052966101694916,1.0079505300353355,0,0.9430569430569432,1.4934036939313986,0,2
919,21009,ARVIND INTERNATIONAL LTD.,20010331,12,IGAAP,254.6,254.6,,,,254.6,6.7,17.3,7.0,13.9,6.9,2.7101,154.1,,0.0,32.5,3685450.0,,36.9,,,,36.8545,69.7,42.0,154.1,,,139.15,1.9886,2.4444,0.6026,-1.5,1.3,,2000,137.2,1.8556851311953353,1,-0.010932944606413995,0,2.162671232876712,0,0,0,145.65000000000126,0.0,0.0,1.2736,1,36.8545,0,1.0,1.0039745627980923,0,1.8556851311953353,2.154109589041096,0,2
922,21042,ARVIND LTD.,20010930,18,IGAAP,20116.9,19713.9,61.0,61.0,,20055.9,-4994.8,2145.0,-4994.8,-513.1,-4992.4,-24.8924,30967.0,,0.0,3697.4,100549945.0,6950000.0,1005.5,695.0,,,1005.4995,3915.3,23977.0,30967.0,,,30967.0,0.2612,0.4216,7.4456,1429.9,1429.9,,2000,32834.5,0.6108178897196547,1,0.043548706391143464,1,0.3620605579496485,1,0,0,31900.75,0.0,0.0,0.3443,1,1005.4995,0,1.017348165507586,1.0494025999638439,0,0.6004020161720143,0.3450158766160127,1,5
929,21066,ARVIND REMEDIES LTD.,20010331,12,IGAAP,846.8,845.1,1.0,,1.0,845.8,33.2,79.2,38.3,62.5,34.4,4.0672,539.0,,0.0,20.5,7440000.0,,74.4,,,,74.4,329.8,151.5,539.0,,,433.1,1.656,2.1377,0.4594,-106.7,-70.4,148.1,2000,352.6,2.398752127056154,1,-0.3026091888825865,0,2.1120263591433277,1,0,0,445.80000000000075,0.0,0.0,1.7825,1,59.54,0,1.0008283043426813,1.0003901677721418,1,2.3967668746454907,2.1112026359143328,1,5
936,21224,ARYAN PESTICIDES LTD. [MERGED],20010331,12,IGAAP,412.7,408.8,,,,412.7,-117.2,-58.0,-117.2,-91.4,-117.1,-28.3741,443.3,,0.0,166.8,5028200.0,,50.3,,,,50.282,60.4,213.9,443.3,,,464.45,0.1734,0.408,3.5414,67.8,67.8,,2000,488.3,0.8451771451976243,1,0.13884906819578127,1,0.7957665903890161,1,0,0,465.8000000000007,0.0,0.0,1.0131,0,50.282,0,1.0095401174168297,1.0067551266586248,1,0.8371902518943273,0.7904271548436308,1,5
945,21283,ASAHI INDIA GLASS LTD.,20010331,12,IGAAP,2263.1,2252.6,0.3,0.3,,2262.8,79.7,413.6,129.7,193.0,80.0,3.5354,1502.8,,0.0,241.4,3700000.0,,37.0,,,,37.0,323.2,882.4,1502.8,,,1358.05,0.1223,0.7206,2.7302,284.9,337.3,,2000,1283.0,1.7636788776305536,1,0.2220576773187841,1,1.8995211219428767,0,0,0,1392.9000000000008,0.0,0.0,0.5614,1,37.0,0,1.0045281008612272,1.0033878399132714,1,1.7557287607170693,1.8931075765349752,0,4
951,21420,A B B INDIA LTD.,20011231,12,IGAAP,10564.3,10416.0,55.2,2.5,52.7,10509.1,653.3,1248.9,848.5,827.3,602.9,5.7369,9767.4,,0.0,4451.8,42381675.0,750000.0,423.8,75.0,,,423.8168,4304.2,183.0,9767.4,,,8793.05,1.2897,1.5471,0.0433,1800.6,2065.4,,2000,8069.0,1.3024042632296444,1,0.2231503284173999,1,1.058524674097121,1,0,0,8918.200000000003,0.0,0.0,1.5212,1,414.1836,0,1.0089381720430108,1.0164254739814442,0,1.2908662783492377,1.0414188754545575,1,5
957,21575,ASHAPURA MINECHEM LTD.,20010331,12,IGAAP,1426.0,1413.8,2.3,1.0,1.3,1423.7,84.3,166.9,96.3,141.9,86.3,6.0617,1470.0,,0.0,198.5,6382700.0,,63.8,,,,63.827,490.5,740.2,1470.0,,,1176.25,0.4899,0.853,1.5091,-107.6,-97.4,,2000,885.0,1.6087005649717514,1,-0.1215819209039548,0,0.8413202596326474,1,0,0,1177.500000000002,0.0,0.0,1.1818,0,63.827,0,1.0070024048663178,1.0133067198935461,0,1.5975141242937854,0.8302720618699075,1,3
961,21611,ASHCO NIULAB INDS. LTD.,20010331,12,IGAAP,241.3,237.8,0.8,0.8,,240.5,4.5,27.2,4.5,13.7,3.7,1.5385,250.7,,0.0,29.4,3000900.0,,30.0,,,,30.009,126.7,86.6,250.7,,,244.25,0.7763,1.2472,0.6835,19.2,23.0,,2000,241.6,0.9954470198675497,1,0.07947019867549669,1,0.9082568807339448,1,0,0,246.15000000000197,0.0,0.0,1.4817,0,30.009,0,1.011354079058032,1.0008424599831507,1,0.9842715231788081,0.9074923547400611,1,5
967,21663,ASHIANA HOUSING LTD.,20010331,12,IGAAP,112.6,103.4,0.7,0.6,0.1,111.9,5.3,12.5,7.5,0.5,4.6,4.1108,297.0,,0.0,177.5,5353100.0,,53.5,,,,53.531000000000006,100.4,12.8,297.0,,,280.9,0.2258,1.306,0.1275,3.0,5.9,,2000,267.8,0.417849141150112,1,0.011202389843166542,1,0.43771331058020474,0,0,0,282.40000000000197,0.0,0.0,1.2223,1,50.86600000000001,0,1.0822050290135397,1.0665280665280665,1,0.3861090365944735,0.4104095563139932,0,4
970,21667,ASHIANA ISPAT LTD.,20010331,12,IGAAP,423.9,414.1,0.2,0.2,,423.7,1.1,7.8,1.2,-5.6,0.9,0.2124,120.5,,0.0,56.8,4464800.0,,44.6,,,,44.648,43.8,18.9,120.5,,,113.85,0.8395,1.1817,0.4315,-0.3,-0.4,,2000,109.4,3.8729433272394878,1,-0.002742230347349177,0,3.93254817987152,0,0,0,114.95000000000196,0.0,0.0,1.0457,1,44.648,0,1.0231828060854866,1.0010902153175254,1,3.7851919561243146,3.9282655246252673,0,3
976,21707,ASHIMA LTD.,20011231,18,IGAAP,6745.6,6712.4,22.4,7.5,14.9,6723.2,-178.3,1144.5,-162.3,576.2,-150.9,-2.2445,7550.1,,0.0,675.3,34073360.0,2050000.0,340.7,205.0,,,340.7336,2290.3,4597.9,7550.1,,,7368.8,1.5212,2.0245,2.2049,-162.1,-84.0,160.2,2000,6078.3,1.106098744714805,1,-0.02666864090288403,0,0.602740507050819,1,0,0,6814.200000000003,0.0,0.0,2.0126,1,340.7336,0,1.0016089625171325,1.0033217336285984,0,1.104321932119178,0.6007449922079896,1,4
979,21728,ASHIRWAD CAPITAL LTD.,20011231,12,IGAAP,3.4,0.8,0.1,0.1,,3.3,1.8,2.8,1.9,-0.3,1.7,51.5152,29.6,,0.0,,2500000.0,,25.0,,,,25.0,26.8,,29.6,,,29.9,9.28,9.28,0.0,2.0,2.0,,2000,30.7,0.10749185667752442,1,0.06514657980456026,1,0.13621262458471758,0,0,0,30.15000000000236,0.0,0.0,12.3333,0,25.0,0,4.124999999999999,3.7272727272727266,1,0.026058631921824105,0.036544850498338874,0,3
982,21755,ASHIRWAD STEELS & INDS. LTD.,20010331,12,IGAAP,132.6,129.9,2.2,2.1,0.1,130.4,3.8,12.0,5.0,10.5,7.3,5.5982,92.9,,0.0,12.6,4066400.0,,40.7,,,,40.664,53.4,24.9,92.9,,,81.75,1.4857,1.8357,0.4663,17.5,19.0,,2000,72.5,1.7986206896551724,1,0.2413793103448276,1,0.774869109947644,1,0,0,82.70000000000235,0.0,0.0,0.8417,1,40.664,0,1.0038491147036182,1.0471698113207548,0,1.7917241379310345,0.7399650959860384,1,5
985,21844,ASHISH POLYPLAST LTD.,20010331,12,IGAAP,21.1,21.0,,,,21.1,0.7,2.4,0.8,1.3,0.8,3.7915,40.7,,0.0,1.7,3500000.0,,35.0,,,,35.0,35.1,2.5,40.7,,,39.55,1.5111,2.5333,0.0712,0.6,0.7,,2000,40.8,0.5171568627450981,1,0.014705882352941176,1,0.611260053619303,0,0,0,40.75000000000236,0.0,0.0,2.1458,1,35.0,0,1.0047619047619047,1.0044052863436124,1,0.5147058823529412,0.6085790884718499,0,4
988,21949,ASHNOOR TEXTILE MILLS LTD.,20010331,12,IGAAP,307.1,307.0,,,,307.1,-100.9,-25.4,-100.9,-5.1,-46.9,-15.2719,372.6,,0.0,32.5,7014696.0,,70.1,,,,70.14699999999999,94.7,238.2,372.6,,,402.25,0.4236,0.9402,2.5153,-5.6,-5.6,,2000,443.3,0.6927588540491767,1,-0.012632528761561018,0,1.045408422120751,0,0,0,407.9500000000023,0.0,0.0,0.5734,1,70.14699999999999,0,1.000325732899023,1.010544384502207,0,0.6925332731784345,1.0345002536783359,0,2
991,21964,ASHOK ALCO-CHEM LTD.,20010331,12,IGAAP,601.2,596.4,0.2,0.2,,601.0,-8.8,50.2,-8.8,24.7,-8.4,-1.3977,501.2,,0.0,55.1,3275343.0,,32.8,,,,32.7534,182.4,209.9,501.2,,,465.45,0.4569,0.5969,1.1508,52.7,52.7,,2000,519.5,1.1568816169393648,1,0.1014436958614052,1,0.4022064323111444,1,0,0,510.3500000000024,0.0,0.0,0.5669,1,32.7534,0,1.0077129443326627,1.026240458015267,0,1.1480269489894128,0.39192221391174276,1,5
997,22104,ASHOK LEYLAND LTD.,20010331,12,IGAAP,27278.5,26845.0,7.7,,7.7,27270.8,916.8,3332.1,1019.4,1935.6,909.1,3.3336,26618.1,,0.0,4670.7,135452469.0,,1189.3,,,,1354.5247,11413.7,9330.3,26618.1,,,25659.7,0.7889,1.274,0.8175,3546.6,3639.2,,2000,25420.2,1.072800371358211,1,0.13951896523237425,1,1.1114952673214415,0,0,0,26019.149999999998,0.0,0.0,1.0357,1,1189.4989,0,1.0158614267088844,1.0199800867859479,0,1.0560499130612662,1.0897225168619387,0,3
1000,22138,KUMAKA INDUSTRIES LTD.,20010930,12,IGAAP,96.1,86.7,2.3,2.3,,93.8,-630.7,-37.9,-630.7,-389.2,-631.1,-672.8145,540.6,,0.0,186.7,12085625.0,,120.9,,,,120.8563,-159.5,199.7,540.6,,,529.85,0.0446,0.07,,-7.0,32.1,,2000,1364.3,0.06875320677270395,1,-0.00513083632632119,0,0.11708687311592218,0,0,0,952.4499999999971,0.0,0.0,0.2232,0,120.8563,0,1.0818915801614764,1.0196897374701672,1,0.06354907278457818,0.11482597972047137,0,2
1003,22247,ASHOKA BUILDCON LTD.,20010331,12,IGAAP,696.3,686.4,,,,696.3,14.3,34.0,15.6,16.4,14.3,2.0537,686.0,,0.0,493.1,400000.0,610000.0,4.0,61.0,,,4.0,83.4,166.3,686.0,,,407.85,0.2001,0.3844,7.4241,94.9,96.6,28.6,2000,130.2,5.347926267281106,1,0.728878648233487,1,3.7277822257806243,1,0,0,408.0999999999972,0.0,0.0,0.7442,0,4.0,0,1.0144230769230769,1.006485084306096,1,5.271889400921659,3.7037630104083266,1,5
1008,22639,ASIA AUTOMOTIVE LTD.,20010331,12,IGAAP,13.6,11.7,,,,13.6,0.4,0.6,0.4,-1.5,0.4,2.9412,8.5,,0.0,8.6,950000.0,,9.5,,,,9.5,-0.6,0.5,8.5,,,8.0,0.5116,0.5814,,0.0,,,2000,7.5,1.8133333333333332,1,0.0,0,1.6129032258064515,1,0,0,7.999999999997135,0.0,0.0,0.55,1,9.5,0,1.1623931623931625,1.1194029850746268,1,1.5599999999999998,1.4408602150537633,1,5
1012,22659,BLACK ROSE INDS. LTD.,20010331,12,IGAAP,19.5,18.7,0.6,0.6,,18.9,-2.5,5.1,-2.5,0.9,-3.0,-15.8730,39.1,,0.0,5.0,4360000.0,,43.6,,,,43.6,-25.5,58.6,39.1,,,39.65,0.3782,0.521,,4.6,4.6,,2000,42.0,0.44999999999999996,1,0.10952380952380951,1,0.3354700854700855,1,0,0,40.549999999997134,0.0,0.0,0.2007,1,43.6,0,1.0106951871657754,1.0129032258064516,0,0.4452380952380952,0.33119658119658124,1,5
1017,22753,ASIAN ALLOYS LTD.,20010331,12,IGAAP,465.1,459.8,,,,465.1,-319.0,-131.8,-319.0,-201.5,-319.0,-68.5874,634.5,,0.0,46.6,10472853.0,,104.7,,,,104.7285,-452.8,1005.6,634.5,,,735.05,0.2693,0.4724,,0.0,,,2000,921.1,0.5049397459559223,1,0.0,0,0.3512542119056533,1,0,0,777.7999999999972,0.0,0.0,0.5622,0,104.7285,0,1.0115267507612005,1.0436040044493882,0,0.4991857561611117,0.3365780606514414,1,3
1020,22760,ASIAN BEARING LTD.,20010630,15,IGAAP,307.5,307.2,,,,307.5,-152.1,-45.3,-152.1,-31.7,-124.3,-40.4228,517.4,,0.0,67.0,15041700.0,,150.4,,,,150.417,-225.4,668.5,517.4,,,534.75,0.7124,1.6836,,28.1,0.3,,2000,567.1,0.5422324105096102,1,0.04955034385469935,1,0.6722338204592901,0,0,0,542.2499999999973,0.0,0.0,2.2127,0,150.417,0,1.0009765625,1.0011305822498586,0,0.5417034032798448,0.6714746631239324,0,2
1027,22793,ASIAN ELECTRONICS LTD.,20010331,12,IGAAP,743.3,688.9,,,,743.3,10.5,147.8,13.5,11.2,10.7,1.4395,2132.9,,0.0,133.7,8503022.0,,85.0,,,,85.0302,1378.7,556.9,2132.9,,,1958.2,1.7853,2.6241,0.4039,-152.1,-152.1,,2000,1825.3,0.4072207308387662,1,-0.08332876787377418,0,0.6174654150197628,0,0,0,1979.0999999999972,0.0,0.0,4.0745,0,85.0302,0,1.0789664682827695,1.037782852397758,1,0.3774174108365748,0.5949851778656127,0,2
1037,22819,ASIAN HOTELS (NORTH) LTD.,20010331,12,IGAAP,1218.1,1165.9,35.9,35.9,,1182.2,238.6,428.0,298.6,292.5,212.1,17.9411,4020.8,,0.0,247.0,22803564.0,,228.0,,,,228.0356,2666.1,1038.7,4020.8,,,3474.6,0.2659,0.3615,0.3896,356.7,411.5,,2000,2928.4,0.4037016800983472,1,0.12180713017347357,1,0.44290039026881134,0,0,0,3474.599999999997,0.0,0.0,0.7029,0,228.0356,0,1.0139806158332618,1.047894373489817,0,0.3981355006146701,0.42265747528905423,0,2
1042,22855,ASIAN OILFIELD SERVICES LTD.,20010331,12,IGAAP,28.1,27.2,,,,28.1,0.2,2.2,0.3,0.0,0.2,0.7117,69.5,,0.0,5.2,5357100.0,,53.6,,,,53.571000000000005,56.3,1.9,69.5,,,61.25,1.6354,1.7813,0.0337,-2.1,-2.1,,2000,60.9,0.46141215106732353,1,-0.034482758620689655,0,0.27878787878787875,1,0,0,65.19999999999709,0.0,0.0,8.9,0,53.571000000000005,0,1.0330882352941178,1.016574585635359,1,0.4466338259441708,0.2742424242424243,1,4
1045,22859,ASIAN PAINTS LTD.,20010331,12,IGAAP,14936.8,14763.6,7.0,0.3,6.7,14929.8,1055.8,2101.9,1550.8,1614.5,1056.9,7.0791,8839.1,,0.0,1055.3,64185952.0,,641.9,,,,641.8595,4071.3,2268.1,8839.1,,,8230.95,0.5394,1.0881,0.5571,892.9,1441.5,,2000,7722.9,1.933185720390009,1,0.11561719043364539,1,1.9693954733228602,0,0,0,8280.999999999998,0.0,0.0,1.1081,0,401.1622,0,1.0112574168901893,1.009356106070659,1,1.9116653070737677,1.9511403968115437,0,3
1049,22896,ASIAN STAR CO. LTD.,20010331,12,IGAAP,7057.2,7039.8,0.1,0.1,,7057.1,291.6,660.9,303.7,639.4,291.8,4.1348,5158.4,,0.0,182.8,10671200.0,,106.7,,,,106.712,1380.6,3559.7,5158.4,,,4609.05,0.4299,0.6787,2.5784,-303.2,-288.3,,2000,4067.7,1.7349116208176611,1,-0.07453843695454433,0,1.659903173085818,1,0,0,4613.049999999998,0.0,0.0,1.1887,0,106.712,0,1.0024574561777324,1.0001300583404555,1,1.7306586031418247,1.659687316907706,1,4
