,sa_finance1_cocode,sa_company_name,sa_finance1_year,sa_ann_rep_months,sa_fs_format,sa_total_income,sa_sales,sa_prior_period_extra_ordi_inc,sa_prior_period_inc,sa_extra_ordi_inc,sa_tot_inc_net_of_pe,sa_pat,sa_pbdita,sa_pbt,sa_pbit_net_of_peoifi,sa_pat_net_of_pe,sa_pat_net_of_pe_pc_tot_inc_net_of_pe,sa_total_liabilities,sa_non_current_liabilities,sa_long_term_borrowings,sa_current_liabilities,sa_issued_equity_shares,sa_issued_pref_shares,sa_issued_equity_cap,sa_issued_pref_cap,sa_reduct_equity_cap_amt,sa_buyback_amt,sa_issued_equity_shares_in_lakhs,sa_shareholders_funds,sa_debt,sa_total_assets,sa_non_current_assets,sa_current_assets_incl_st_invest_loans,sa_avg_tot_asset_net_miscexp_now_reval,sa_quick_ratio,sa_current_ratio,sa_debt_equity,sa_cf_net_frm_op_activity,sa_cf_generated_frm_op,sa_cf_proceeds_share_issue,sa_year,sa_begin_year_total_assets,sa_roa,f_roa,sa_cfo,f_cfo,sa_prev_roa,f_del_roa,f_acc,f_del_lev,sa_avg_tot_assets,sa_leverage,sa_prev_leverage,sa_prev_current_ratio,f_del_liq,sa_prev_issued_equity_shares,f_eq_offer,sa_margin,sa_prev_margin,f_del_margin,sa_turnover,sa_prev_turnover,f_del_turn,f_score
2917,51546,COSMO FILMS LTD.,20070331,12,IGAAP,5758.9,5716.3,7.0,3.3,3.7,5751.9,248.2,757.4,304.9,437.2,242.6,4.2177,4097.5,,0.0,368.6,19440076.0,,194.4,,,,194.4008,1482.3,1729.2,4097.5,,,4052.9,0.8577,1.2893,1.1666,717.5,813.5,,2006,4010.4,1.434245960502693,1,0.17890983443048075,1,1.1407992106561422,1,0,0,4053.9500000000553,0.0,0.0,1.3377,0,194.4008,0,1.0062278046988435,1.0055443219620377,1,1.4253690404947137,1.1345091267883571,1,5
2920,51683,WOODSVILLA LTD.,20070331,12,IGAAP,8.0,7.4,,,,8.0,0.9,2.7,1.2,1.4,0.9,11.2500,55.3,,0.0,9.7,3007000.0,,30.1,,,,30.07,33.5,10.5,55.3,,,51.45,0.3932,0.4103,0.3134,4.8,4.9,,2006,47.6,0.1680672268907563,1,0.10084033613445377,1,0.13495575221238937,1,0,0,51.45000000005512,0.0,0.0,1.0385,0,30.07,0,1.081081081081081,1.2448979591836733,0,0.15546218487394958,0.1084070796460177,1,4
2926,51759,COUNTRY CLUB HOSPITALITY & HOLIDAYS LTD.,20070331,12,IGAAP,1538.6,1538.6,,,,1538.6,351.0,588.7,482.8,542.8,351.3,22.8324,2998.5,,0.0,284.9,8740300.0,,87.4,,,,87.40299999999999,1274.9,1227.1,2998.5,,,2245.75,2.9668,2.9708,0.9625,779.9,780.2,,2006,1541.6,0.9980539699014012,1,0.5059029579657499,1,0.4864965960948604,1,0,0,2270.050000000055,0.0,0.0,0.4151,1,87.40299999999999,0,1.0,1.0,0,0.9980539699014012,0.4864965960948604,1,5
2929,51828,COVENTRY COIL-O-MATIC (HARYANA) LTD.,20070331,12,IGAAP,397.7,395.0,1.9,1.9,,395.8,-1.3,22.5,-0.3,-2.0,-2.8,-0.7074,200.0,,0.0,34.3,4508000.0,,45.1,,,,45.08,48.9,92.0,200.0,,,196.05,1.2331,1.7809,1.8814,9.1,13.2,,2006,192.1,2.0603852160333163,1,0.04737116085372202,1,1.7749619868220983,1,0,0,196.0500000000553,0.0,0.0,2.3993,0,45.08,0,1.0020253164556963,1.0020028612303291,1,2.056220718375846,1.771414090217942,1,5
2935,51846,COX & KINGS LTD.,20070331,12,IGAAP,915.1,891.4,,,,915.1,205.4,426.1,328.0,355.1,205.6,22.4675,2627.3,,0.0,927.7,5440000.0,,54.4,,,,54.4,748.3,670.1,2627.3,,,2370.05,0.6888,0.7,0.8955,0.0,,,2006,2130.4,0.4295437476530229,1,0.0,0,0.4365294117647059,0,0,0,2378.8500000000554,0.0,0.0,0.5102,1,9.0,0,1.0265873906214944,1.035584705554005,0,0.41841907622981594,0.4215294117647059,0,2
2938,51914,CRANEX LTD.,20070331,12,IGAAP,43.2,43.2,,,,43.2,1.6,3.8,1.8,2.6,1.6,3.7037,34.4,,0.0,14.2,6000000.0,,60.0,,,,60.0,-2.2,22.4,34.4,,,37.5,0.9096,1.3253,,19.7,19.9,,2006,40.6,1.064039408866995,1,0.48522167487684725,1,1.1746987951807228,0,0,0,37.50000000005512,0.0,0.0,0.9464,1,100.0,1,1.0,1.0077519379844961,0,1.064039408866995,1.1656626506024097,0,4
2941,51925,CRAVATEX LTD.,20070331,12,IGAAP,509.2,496.0,3.0,3.0,,506.2,13.3,46.5,18.9,19.8,10.3,2.0348,394.7,,0.0,81.7,1292080.0,,12.9,,,,12.9208,120.4,126.1,394.7,,,376.6,0.6624,1.1239,1.0473,30.7,37.0,,2006,373.6,1.3549250535331905,1,0.08217344753747323,1,1.3198403648802737,1,0,0,384.1500000000551,0.0,0.0,1.1701,0,12.9208,0,1.0205645161290322,1.0402156818692427,0,1.3276231263383296,1.2688141391106043,1,4
2948,52030,CREATIVE EYE LTD.,20070331,12,IGAAP,224.6,212.4,1.3,1.3,,223.3,9.0,32.8,6.0,1.3,8.4,3.7618,559.9,,0.0,35.7,20058250.0,,100.3,,,,200.5825,435.9,83.3,559.9,,,551.15,1.5701,2.74,0.1911,-18.8,-14.6,,2006,542.4,0.41168879056047203,1,-0.03466076696165192,0,0.3419090231170768,1,0,0,551.1500000000551,0.0,0.0,2.8939999999999997,0,200.5825,0,1.0513182674199624,1.0558434081750145,0,0.39159292035398235,0.3238255033557047,1,3
2951,52160,CREDENCE SOUND & VISION LTD.,20070331,12,IGAAP,3.8,0.5,3.3,3.3,,0.5,2.8,3.7,2.8,-0.3,-0.5,-100.0000,55.8,,0.0,6.2,44701000.0,,44.7,,,,447.01,11.6,14.4,55.8,,,56.0,2.5161,2.5161,1.2414,0.9,0.9,,2006,56.3,0.008880994671403198,1,0.015985790408525755,1,0.03417266187050359,0,1,0,56.05000000005508,0.0,0.0,1.6667,1,447.01,0,1.0,1.0,0,0.008880994671403198,0.03417266187050359,0,4
2954,52181,CARE RATINGS LTD.,20070331,12,IGAAP,301.3,247.8,37.1,,37.1,264.2,118.4,172.8,166.9,114.0,81.9,30.9992,773.5,,0.0,21.4,8000000.0,,77.8,,,,80.0,621.8,,773.5,,,757.4,4.7923,4.7923,0.0,0.0,,,2006,741.3,0.3564009173074329,1,0.0,0,0.38127476882430644,0,0,0,757.4000000000553,0.0,0.0,2.5032,1,80.0,0,1.0661824051654558,1.102147971360382,0,0.3342776203966006,0.3459379128137384,0,2
2961,52214,DELTA CORP LTD.,20070331,12,IGAAP,438.0,272.8,54.7,54.5,0.2,383.3,201.2,302.3,246.4,121.5,146.5,38.2207,1460.9,,0.0,241.1,10504785.0,12238535.0,105.0,122.4,,,105.0478,440.2,771.3,1460.9,,,1278.9,0.6731,0.7709999999999999,2.427,286.8,357.1,,2006,1098.9,0.3488033488033488,1,0.260988260988261,1,2.6975108225108224,0,0,0,1279.9000000000553,0.0,0.0,15.4657,0,30.0137,0,1.405058651026393,1.099713214206927,1,0.24824824824824823,2.4529220779220777,0,3
2967,52293,CRESSANDA SOLUTIONS LTD.,20070331,12,IGAAP,55.5,54.6,0.4,0.4,,55.1,-3.2,6.2,-2.8,-2.6,-3.6,-6.5336,80.3,,0.0,7.2,9000000.0,,90.0,,,,90.0,26.4,44.9,80.3,,,78.3,2.9451,2.9451,1.7008,-11.3,-11.0,,2006,76.4,0.7212041884816753,1,-0.14790575916230367,0,0.45083932853717024,1,0,0,78.35000000005535,0.0,0.0,1.3145,1,90.0,0,1.0091575091575091,1.0,1,0.7146596858638743,0.45083932853717024,1,5
2970,52303,CREST ANIMATION STUDIOS LTD.,20070331,12,IGAAP,298.5,248.1,46.8,0.6,46.2,251.7,9.3,123.0,10.2,-7.0,-34.4,-13.6671,1615.4,,0.0,142.3,19199660.0,,225.9,,,,191.9966,1337.0,8.8,1615.4,,,1384.35,1.9003,3.217,0.0066,-136.4,-135.3,406.3,2006,1156.4,0.21765824974057416,1,-0.11795226565202352,0,0.20552611657834974,1,0,0,1385.9000000000556,0.0,0.0,2.4978,1,183.1233,0,1.014510278113664,1.0149532710280373,0,0.21454514008993425,0.20249810749432248,1,4
2976,52332,CRESTCHEM LTD.,20070331,9,IGAAP,1.7,1.7,,,,1.7,-1.0,-0.3,-1.0,-1.0,-1.0,-58.8235,16.7,,0.0,2.1,3000000.0,,30.0,,,,30.0,10.7,3.6,16.7,,,17.25,0.8333,0.8333,0.3364,-0.4,-0.4,,2006,17.8,0.09550561797752809,1,-0.02247191011235955,0,0.05741626794258373,1,0,0,17.250000000055504,0.0,0.0,1.2941,0,30.0,0,1.0,1.0,0,0.09550561797752809,0.05741626794258373,1,3
2982,52418,C G POWER & INDL. SOLUTIONS LTD.,20070331,12,IGAAP,37305.7,37006.7,75.3,19.7,55.6,37230.4,1923.7,4085.1,3070.0,3098.1,1848.4,4.9648,20531.9,,0.0,8893.9,52375116.0,,733.2,,,,523.7512,6593.4,2700.4,20531.9,,,18382.4,0.9089,1.1341,0.4096,2393.3,3343.1,,2006,16535.0,2.251611732688237,1,0.1447414575143635,1,2.0854616169533133,1,0,0,18533.450000000055,0.0,0.0,1.2614,0,523.7512,0,1.006044851337731,1.0065343616060756,0,2.238082854550952,2.0719229233522127,1,4
2985,52448,CROSS COUNTRY HOTELS LTD.,20070331,12,IGAAP,25.5,25.5,,,,25.5,-3.6,4.6,-3.5,-2.5,-3.0,-11.7647,372.8,,0.0,21.1,10910900.0,,109.1,,,,109.109,51.4,299.5,372.8,,,367.7,0.2925,0.4575,5.8268,11.2,11.2,,2006,366.8,0.06952017448200654,1,0.030534351145038167,1,0.02297259894824246,1,0,0,369.80000000005566,0.0,0.0,0.3039,1,109.109,0,1.0,1.0,0,0.06952017448200654,0.02297259894824246,1,5
2988,52576,CROWN TOURS LTD.,20070331,12,IGAAP,107.4,105.5,1.0,0.8,0.2,106.4,6.4,16.9,10.4,9.6,5.4,5.0752,99.9,,0.0,31.3,3100000.0,,31.0,,,,31.0,48.4,13.3,99.9,,,95.35,1.6619,1.6619,0.2748,3.7,3.5,,2006,90.8,1.171806167400881,1,0.0407488986784141,1,1.2801047120418847,0,0,0,95.35000000005566,0.0,0.0,1.6435,1,31.0,0,1.0085308056872038,1.0020491803278688,1,1.1618942731277533,1.2774869109947642,0,4
2991,52643,CRYSTAL AGRITECH LTD.,20070331,12,IGAAP,0.9,0.9,,,,0.9,-0.3,-0.3,-0.3,-0.3,-0.3,-33.3333,21.3,,0.0,3.3,622000.0,,62.2,,,,6.22,-6.8,24.8,21.3,,,21.4,0.0,0.0,,0.6,0.6,,2006,21.6,0.041666666666666664,1,0.027777777777777776,1,0.024024024024024027,1,0,0,21.450000000055645,0.0,0.0,0.0741,0,6.22,0,1.0,1.0,0,0.041666666666666664,0.024024024024024027,1,4
2994,52648,CRYSTAL CABLE INDS. LTD.,20070331,12,IGAAP,539.1,536.9,0.2,0.1,0.1,538.9,8.4,68.5,8.6,46.4,8.4,1.5587,350.4,,0.0,147.8,7407100.0,,74.1,,,,74.071,-363.9,560.3,350.4,,,327.1,0.5719,0.8897,,9.3,9.3,,2006,303.8,1.7738643844634627,1,0.030612244897959186,1,1.5741525423728815,1,0,0,327.1000000000556,0.0,0.0,0.6636,1,74.071,0,1.0037250884708513,1.0051860202931229,0,1.7672811059907834,1.5660310734463276,1,5
3000,52787,CUBEX TUBINGS LTD.,20070331,12,IGAAP,1166.3,922.9,236.6,,236.6,929.7,331.9,345.6,330.5,91.2,95.3,10.2506,463.3,,0.0,60.3,6238400.0,,62.4,,,,62.38399999999999,312.1,78.1,463.3,,,394.65,2.761,4.4719999999999995,0.2502,6.7,6.7,1.8,2006,326.0,2.8518404907975463,1,0.020552147239263803,1,1.8873072360616845,1,0,0,394.6500000000556,0.0,0.0,5.6791,0,54.13399999999999,0,1.0073680788817858,1.007599746675111,0,2.8309815950920245,1.8730723606168445,1,4
3006,52835,CUMMINS INDIA LTD.,20070331,12,IGAAP,21578.2,20684.9,15.2,15.2,,21563.0,2420.5,3829.6,3469.0,2595.5,2411.0,11.1812,13876.3,,0.0,3062.4,198000000.0,,396.0,,,,1980.0,9295.5,84.8,13876.3,,,12739.9,1.3373,2.0287,0.0091,1670.2,2577.1,,2006,11603.5,1.8583186107639935,1,0.1439393286508381,1,1.6140713527328079,1,0,0,12739.900000000056,0.0,0.0,1.8426,1,1980.0,0,1.0424512567138347,1.0500629607442817,0,1.7826431680096524,1.5371186424752652,1,5
3009,52848,CUPID LTD.,20070331,12,IGAAP,189.3,187.9,0.3,0.3,,189.0,27.1,48.0,38.9,39.1,26.8,14.1799,251.4,,0.0,21.8,6772600.0,,74.3,,,,67.726,152.9,41.3,251.4,,,210.4,1.1556,2.0115,0.2701,14.1,16.4,,2006,169.7,1.1137301119622864,1,0.08308780200353566,1,0.6914836636314944,1,0,0,210.5500000000571,0.0,0.0,1.9569,1,67.726,0,1.0058541777541246,1.0023291925465838,1,1.1072480848556276,0.6898768077129085,1,6
3012,52850,CUPID TRADES & FINANCE LTD.,20070331,12,IGAAP,11.9,11.2,,,,11.9,2.6,4.2,3.9,3.2,2.6,21.8487,19.8,,0.0,0.2,960000.0,,9.6,,,,9.6,18.2,0.2,19.8,,,18.15,6.9286,8.4286,0.011000000000000001,1.7,1.7,,2006,16.5,0.7212121212121212,1,0.10303030303030303,1,0.36305732484076436,1,0,0,18.150000000057105,0.0,0.0,13.3333,0,9.6,0,1.0625,1.0961538461538463,0,0.6787878787878787,0.3312101910828026,1,4
3018,52866,CUREWELL (INDIA) LTD.,20070331,12,IGAAP,4.4,4.4,,,,4.4,-0.5,-0.1,-0.5,-0.4,-0.5,-11.3636,15.7,,0.0,11.8,1492844.0,100000.0,14.9,10.0,,,14.9284,2.2,11.7,15.7,,,14.6,0.2077,0.3154,,0.4,0.4,,2006,13.5,0.32592592592592595,1,0.02962962962962963,1,0.20714285714285713,1,0,0,14.600000000057104,0.0,0.0,0.4286,0,14.9284,0,1.0,1.0,0,0.32592592592592595,0.20714285714285713,1,4
3021,53000,CYBER MEDIA (INDIA) LTD.,20070331,12,IGAAP,682.5,674.5,,,,682.5,43.0,97.9,67.5,73.2,43.2,6.3297,648.2,,0.0,79.7,10001242.0,,100.0,,,,100.0124,330.8,160.9,648.2,,,534.3,1.2365,1.272,0.4864,34.5,56.8,,2006,514.6,1.326272833268558,1,0.06704236300038866,1,1.8507809903622467,0,0,0,581.4000000000572,0.0,0.0,1.3113,0,71.775,0,1.011860637509266,1.018843761434321,0,1.3107267780800622,1.8165503489531407,0,2
3024,53044,CYBERMATE INFOTEK LTD.,20070331,12,IGAAP,169.6,163.5,,,,169.6,30.2,90.2,32.4,29.8,30.2,17.8066,550.4,,0.0,156.5,14541962.0,,145.4,,,,145.4196,358.6,23.7,550.4,,,514.4,1.87,1.942,0.0661,-35.3,-35.3,,2006,500.0,0.3392,1,-0.0706,0,0.4410445792666842,0,0,0,525.2000000000571,0.0,0.0,1.4462,1,145.4196,0,1.037308868501529,1.0602409638554218,0,0.327,0.41598522817198624,0,2
3027,53070,CYBERSCAPE MULTIMEDIA LTD.,20070331,12,IGAAP,70.9,70.5,,,,70.9,-2.2,1.0,-2.1,-2.4,-2.2,-3.1030,82.6,,0.0,1.6,10102500.0,,101.0,,,,101.025,77.1,0.8,82.6,,,82.0,8.619,9.5238,0.0104,0.7,0.8,,2006,84.5,0.8390532544378699,1,0.008284023668639054,1,0.4616228070175439,1,0,0,83.55000000005717,0.0,0.0,5.6471,1,101.025,0,1.0056737588652482,1.0047732696897376,1,0.834319526627219,0.45942982456140347,1,6
3030,53088,CYBERTECH SYSTEMS & SOFTWARE LTD.,20070331,12,IGAAP,238.3,211.3,21.3,21.3,,217.0,70.5,95.9,73.0,49.8,49.6,22.8571,701.5,,0.0,48.1,23196932.0,,247.1,,,,231.9693,449.8,1.2,701.5,,,653.55,1.5812,1.5812,0.0027,-6.1,9.0,21.3,2006,605.9,0.3581449084007262,1,-0.01006766793200198,0,0.17452006980802792,1,0,0,653.7000000000571,0.0,0.0,1.3211,1,231.9018,0,1.0269758637008992,1.017293997965412,1,0.348737415415085,0.17155322862129144,1,5
3036,53249,D & H INDIA LTD.,20070331,12,IGAAP,372.9,369.8,2.4,2.2,0.2,370.5,28.6,50.1,44.3,43.6,26.5,7.1525,186.9,,0.0,41.6,5609600.0,,56.1,,,,56.096000000000004,108.3,19.6,186.9,,,167.8,1.0839,1.8452,0.18100000000000002,13.2,20.7,,2006,148.7,2.491593813046402,1,0.08876933422999328,1,2.095387021110242,1,0,0,167.80000000005714,0.0,0.0,2.2371,0,56.096000000000004,0,1.0018929150892375,1.0044977511244377,0,2.4868863483523875,2.086004691164973,1,4
3045,53351,LANCOR HOLDINGS LTD.,20070331,12,IGAAP,51.8,46.5,,,,51.8,-0.9,13.8,-5.3,1.8,-0.9,-1.7375,1473.3,,0.0,631.0,3200000.0,,32.0,,,,32.0,149.5,685.2,1473.3,,,852.7,0.0857,1.1496,4.5833,-353.9,-349.3,,2006,232.1,0.22317966393795777,1,-1.5247738043946575,0,0.3557312252964427,0,0,0,852.7000000000572,0.0,0.0,0.2714,1,32.0,0,1.113978494623656,1.0169491525423728,1,0.2003446790176648,0.34980237154150196,0,3
3054,53465,D C M LTD.,20070331,9,IGAAP,1192.2,980.6,146.3,20.3,126.0,1045.9,130.0,265.7,150.5,15.5,-15.5,-1.4820,4576.9,,0.0,1604.9,17379037.0,,173.8,,,,173.7904,674.7,2111.1,4576.9,,,4373.45,0.9796,1.1915,3.1289,130.1,176.1,,2006,4180.5,0.2501853845233824,1,0.031120679344576005,1,0.3460075130032749,0,0,0,4378.700000000057,0.0,0.0,1.5023,0,173.7904,0,1.0665918825209055,1.0521344365526837,1,0.23456524339193877,0.32886245424773647,0,3
3057,53473,D C M SHRIRAM LTD.,20070331,12,IGAAP,29161.4,28734.3,214.8,132.7,82.1,28946.6,458.1,2570.3,788.8,1221.3,243.3,0.8405,31514.7,,0.0,8121.7,169803320.0,,339.6,,,,1698.0332,5518.3,15205.4,31514.7,,,27419.1,0.3714,0.7255,2.7555,2213.2,2452.7,,2006,23323.5,1.2410916028897891,1,0.09489141852637896,1,1.491442542787286,0,0,0,27419.100000000057,0.0,0.0,1.1215,0,173.7033,0,1.007388382525414,1.0050275607244534,1,1.2319891954466524,1.4839817345030921,0,3
3060,53478,D C M SHRIRAM INDS. LTD.,20070331,12,IGAAP,7781.6,7640.1,92.3,92.1,0.2,7689.3,15.8,350.5,16.8,122.0,-25.6,-0.3329,5595.1,,0.0,967.3,15298437.0,,153.0,,,,152.9844,1341.9,2346.2,5595.1,,,4907.6,0.146,1.0613,1.7484,138.9,212.0,,2006,5173.6,1.4862571516932117,1,0.026847842894696147,1,1.5451823430272171,0,0,0,5384.350000000057,0.0,0.0,1.0836,0,137.3024,0,1.0064397062865669,1.006211397681234,1,1.476747332611721,1.5356438483881378,0,3
3063,53527,D C W LTD.,20070331,12,IGAAP,7713.5,7542.0,101.3,5.1,96.2,7612.2,201.7,649.0,318.5,224.5,107.4,1.4109,7369.2,,0.0,1699.7,172544590.0,,345.1,,,,1725.4459,2418.4,2282.7,7369.2,,,6600.35,0.3618,0.6916,0.9439,713.1,727.7,,2006,6087.8,1.2504024442327277,1,0.11713591116659548,1,1.4370656996414173,0,0,0,6728.5000000000555,0.0,0.0,1.0991,0,345.1333,0,1.009307875894988,1.0081292724869604,1,1.2388711849929366,1.4254776037762606,0,3
3066,53655,D F M FOODS LTD.,20070331,12,IGAAP,424.5,413.8,,,,424.5,5.3,24.5,11.6,10.7,5.7,1.3428,226.8,,0.0,28.9,9971676.0,,99.7,,,,99.7168,129.2,40.2,226.8,,,219.05,0.6219,1.4631,0.3111,9.9,15.9,,2006,211.3,2.0089919545669663,1,0.04685281590156176,1,1.3156161806208844,1,0,0,219.05000000005572,0.0,0.0,1.0031,1,99.7168,0,1.0258579023682939,1.0370782350760104,0,1.958353052531945,1.268579492003763,1,5
3072,53685,WINDSOR MACHINES LTD.,20070630,12,IGAAP,1296.9,1277.3,9.2,8.6,0.6,1287.7,-318.5,28.5,-316.9,-252.9,-323.4,-25.1145,610.0,,0.0,727.4,13035900.0,,130.4,,,,130.359,-1181.3,1036.4,610.0,,,731.25,0.1101,0.3262,,46.8,-196.5,,2006,854.3,1.5073159311717197,1,0.05478169261383589,1,1.0026543974517785,1,0,0,732.1500000000559,0.0,0.0,0.5894,0,130.359,0,1.0081421749001802,1.0096222380612971,0,1.4951422217019783,0.9930985666253761,1,4
3075,53726,D H P INDIA LTD.,20070331,12,IGAAP,104.0,100.1,1.4,1.4,,102.6,4.2,13.4,5.6,1.8,2.8,2.7290,104.1,,0.0,15.0,3000000.0,,30.0,,,,30.0,69.5,11.7,104.1,,,106.7,0.5587,1.9061,0.1683,7.2,11.4,,2006,109.3,0.9387008234217749,1,0.06587374199451053,1,0.9154285714285714,1,0,0,106.70000000005592,0.0,0.0,1.9124,0,30.0,0,1.024975024975025,1.0722891566265058,0,0.9158279963403476,0.8537142857142858,1,4
3084,53993,D L F LTD.,20070331,12,IGAAP,14307.2,11306.2,12.6,12.4,0.2,14294.6,4069.1,11398.7,6214.7,8305.7,4059.0,28.3953,112050.4,,0.0,30356.4,37878300.0,,3058.8,,,,378.783,6528.0,67693.0,112050.4,,,81158.7,0.0915,0.7434,10.3696,-26790.6,-23694.8,,2006,50267.0,0.284373445799431,1,-0.5329659617641792,0,0.48444463254121084,0,0,0,81158.70000000004,0.0,0.0,0.2878,1,36.1831,0,1.2643151545169906,1.163353456511576,1,0.22492291165177952,0.41642084770510185,0,3
3089,54250,D P I L LTD. [MERGED],20070331,12,IGAAP,132.2,132.1,,,,132.2,7.1,8.3,8.0,7.9,7.1,5.3707,223.6,,0.0,112.9,7489331.0,,74.9,,,,74.8933,109.6,0.2,223.6,,,223.7,0.0193,0.0193,0.0018,0.0,,,2006,223.8,0.5907059874888292,1,0.0,0,0.3783080260303688,1,0,0,223.70000000004512,0.0,0.0,0.0216,0,74.8933,0,1.0007570022710068,1.0046082949308757,0,0.5902591599642537,0.37657266811279827,1,3
3092,54304,D P WIRES LTD.,20070331,12,IGAAP,1213.3,1210.3,,,,1213.3,16.2,75.2,28.0,51.0,16.2,1.3352,546.7,,0.0,109.7,2192000.0,,23.9,,,,21.92,131.9,290.4,546.7,,,508.55,1.1177,1.3945,2.2017,0.0,,,2006,470.6,2.5781980450488735,1,0.0,0,3.459779614325069,0,0,0,508.6500000000451,0.0,0.0,1.5761,0,21.92,0,1.0024787242832356,1.0002389295954126,1,2.571823204419889,3.458953168044077,0,2
3095,54509,D S J COMMUNICATIONS LTD.,20070331,12,IGAAP,0.1,0.1,,,,0.1,-3.2,-2.8,-3.2,-3.2,-3.2,-3200.0000,187.3,,0.0,282.4,79081500.0,9000.0,79.1,0.9,,,790.815,-246.6,135.0,187.3,,,186.25,0.1558,0.1558,,0.0,,,2006,185.4,0.0005393743257820928,1,0.0,0,0.00034722222222222224,1,0,0,186.35000000004504,0.0,0.0,0.1623,0,790.815,0,1.0,1.0,0,0.0005393743257820928,0.00034722222222222224,1,3
3098,54525,D S KULKARNI DEVELOPERS LTD.,20070331,12,IGAAP,398.5,316.8,,,,398.5,351.6,461.0,407.2,351.6,351.6,88.2309,5975.0,,0.0,1760.4,11000000.0,,220.0,,,,110.0,2671.6,1313.7,5975.0,,,4247.35,0.4104,2.1792,0.4917,-1487.6,-1421.8,2117.8,2006,2630.4,0.1514978710462287,1,-0.5655413625304135,0,0.14855009550269144,1,0,0,4302.700000000045,0.0,0.0,1.4981,1,110.0,0,1.2578914141414141,1.0288634996993384,1,0.12043795620437957,0.14438270533078662,0,4
3101,54534,KASHIPUR SUGAR MILLS LTD.,20070930,12,IGAAP,1035.5,1029.5,0.4,0.4,,1035.1,-205.4,-89.8,-157.5,-123.9,-204.4,-19.7469,639.1,,0.0,314.9,14591700.0,846500.0,155.9,84.7,,,145.917,-209.0,575.2,639.1,,,630.65,0.0443,0.505,,32.4,32.9,15.4,2006,622.2,1.6636129861780775,1,0.05207328833172613,1,2.058008982035928,0,0,0,630.6500000000451,0.0,0.0,1.1328,0,145.917,0,1.0054395337542494,1.0035587188612098,1,1.6546126647380262,2.0507110778443116,0,3
3106,54885,DABUR INDIA LTD.,20070331,12,IGAAP,16617.0,16415.7,94.3,50.3,44.0,16522.7,2519.5,3140.2,2840.9,2715.5,2433.0,14.7252,8040.5,,0.0,2784.9,573302784.0,,862.9,,,,5733.0278,3833.8,192.8,8040.5,,,7725.05,0.7362,1.1589,0.0503,2602.3,2989.1,2.5,2006,7936.6,2.0818360507018117,1,0.3278859965224403,1,1.9223916988764667,1,0,0,7988.550000000045,0.0,0.0,0.8313,1,2864.1971,0,1.0065181503073277,1.0110162329146386,0,2.0683542070911978,1.9014449385589405,1,5
3109,55080,BIRLA MACHINING & TOOLINGS LTD. [MERGED],20070331,12,IGAAP,418.9,415.7,2.3,2.3,,416.6,10.2,75.0,18.4,46.5,9.1,2.1843,786.8,,0.0,70.3,4654935.0,,46.5,,,,46.5493,240.8,394.0,786.8,,,745.9,0.3647,0.6888,1.6362,14.0,20.0,,2006,707.0,0.5892503536067892,1,0.019801980198019802,1,0.5157769398690216,1,0,0,746.9000000000453,0.0,0.0,0.5682,1,46.5493,0,1.002165022853019,1.002313922097956,0,0.5879773691654879,0.5145862274260766,1,5
3115,55128,DAI-ICHI KARKARIA LTD.,20070331,12,IGAAP,516.1,470.3,20.2,17.8,2.4,495.9,16.5,32.2,11.8,-18.2,0.7,0.1412,750.3,,0.0,123.0,7606400.0,,76.1,,,,76.064,482.7,75.8,750.3,,,719.95,0.9082,1.2366,0.157,-19.2,-6.8,,2006,775.0,0.6398709677419354,1,-0.024774193548387096,0,0.7487934975869952,0,0,0,762.6500000000453,0.0,0.0,1.1857,1,76.064,0,1.0544333404210078,1.0808432630614115,0,0.6068387096774194,0.6927863855727712,0,2
3118,55138,DAIKAFFIL CHEMICALS INDIA LTD.,20070331,12,IGAAP,154.2,152.8,0.1,,0.1,154.1,5.5,13.5,8.6,8.1,5.4,3.5042,95.2,,0.0,24.0,5250300.0,,52.5,,,,52.503,55.4,8.4,95.2,,,86.1,1.1039,1.5519,0.1516,1.2,2.4,,2006,82.0,1.8792682926829267,1,0.014634146341463414,1,1.4927360774818403,1,0,0,88.60000000004531,0.0,0.0,1.5236,1,52.503,0,1.0085078534031413,1.0008116883116882,1,1.8634146341463416,1.4915254237288138,1,6
3127,55396,DALMIA BHARAT SUGAR & INDS. LTD.,20070331,12,IGAAP,12950.9,11032.9,239.0,233.0,6.0,12711.9,2289.4,4438.8,3193.8,1957.6,2051.5,16.1384,24016.3,,0.0,4453.6,38258105.0,,85.5,,,,382.5811,6749.1,10145.9,24016.3,,,18300.45,1.0793,1.4433,1.5033,3544.1,3939.7,1173.2,2006,14241.5,0.8925955833304076,1,0.24885721307446546,1,0.6665208488458675,1,0,0,19128.900000000045,0.0,0.0,1.4604,0,76.5162,0,1.1521812034913759,1.1239092221733944,1,0.77470069866236,0.5930379746835444,1,5
